ASIN,Name,UPC,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,FBA Fees,VCF,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*018065057662,B004MYOTT8,NMIR HOUSBRK GO HERE SPRY 16OZ,0.0,,05766,Nature's Miracle,,467766,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,2.8,2.2,8.9,1.15,14.28,N,4,0,N
*018065057662,B00SNKX1UA,Housebreaking Attract Dog Sprayer [Set of 2] Size: 16 Ounce,,,P-5766,Nature's Miracle,,,Lawn & Patio,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018072057662,B003RH2C2W,"Nature's Miracle Housebreaking Spray, 16-Ounce (P5766)",11.74,P-5766,P-5766,Nature's Miracle,,10093,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,3.2,2.9,8.7,1.1,7.18,N,16,0,Y
*018065057815,B017A5IBT4,Natures Miracle P-5781 2 oz. Cat No More Spraying Stain & Odor Remover,23.81,,188678,Nature's Miracle,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,17.96,N,1,0,N
*018065057815,B009ETNV40,Natures Miracle JFC No More Spraying S&O Remover Trigger Spray 24oz,15.99,,57505781,Eight In One Pet Products,,469155,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018065057815,B00MENXRV0,Just For Cats No More Spraying Stain &Odor Remover (Pack of 12),107.88,,P-5781,United Pet Group,,,Pet Products,4.09,10.25,0.00,0.53,14.87,0,0.15,13,11,15,22,123.2,N,2,0,N
*634252065632,B004XZB0QQ,"Nature's Miracle Trigger Sprayer Just For Cats, 24-Ounce",11.99,P-5781,P-5781,Nature's Miracle,,2132,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,4.5,2.1,10.9,1.7,11.43,Y,21,2,Y
*018065057815,B00B39T0J4,Just For Cats No More Spraying Stain &Odor Remover,8.99,,P-5781,United Pet Group,,94019,Pet Products,1.06,2.34,1.00,0.06,4.46,0,0.15,5,3,12,2,9.44,N,2,0,N
*018065057921,B008RGWDFO,"Nature's Miracle Stain & Odor Remover, Tropical Bloom Scent, 32-Ounce Spray (P-5792)",12.99,P-5792,P-5792,Nature's Miracle,,28397,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.6,2.8,10.9,2.35,7.29,N,22,0,Y
*018065057921,B00HYEM2OC,United Pet Group - Ca 308021 Nm S-O Rem Trop Blm 32 Oz.,22.82,,308021,United Pet,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018065057921,B00YYH44AC,Companion Anml Edwrdsville NM05792 32 Oz. Stain & Odor Remover In Tropical Bloom Scent,22.31,,NM05792,COMPANION ANML EDWRDSVILLE,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,15.08,N,1,0,N
*018065058553,B00J3W1L86,"Nature's Miracle Just for Cats 3 in 1 Odor Spray, Lavender Scent 24 oz",14.99,NMI05855,UPG-764,Nature's Miracle,,109348,Pet Products,1.06,2.34,1.00,0.04,4.44,0,0.15,4.5,2.5,11.5,1.84,7.12,N,11,0,N
*018065058553,B00U9OAFDY,Companion Anml Edwrdsville NM05855 Natures Miracle Cat Odor Destroyer Spray,21.01,,NM05855,COMPANION ANML EDWRDSVILLE,,671930,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,18.59,N,2,0,N
*018065058874,B00O8XGJ6O,Nature's Miracle 30 Count Bird Cage Scrubbing Wipes,9.99,57505887,57505887,Nature's Miracle,,23687,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3,3,8.2,0.6,4.79,N,5,0,Y
*018065059550,B010SQOTMA,United Pet Group 100 Count Natures Miracle Outdoor Dog Wipes,11.29,57505955,57505955,United Pet Group,,193785,Pet Products,4.09,5.96,0.00,0.45,10.50,0,0.15,15,8,15,5,15.8,N,4,0,N
*018065059697,B00E1T5WDQ,"Nature's Miracle Intense Defense Clumping Litter, 14lb",8.49,NM-5969,NM-5969,Nature's Miracle,,14046,Pet Products,1.06,7.02,1.00,0.17,9.25,0,0.15,8.8,6.3,10,14.55,17.04,Y,13,3,Y
*018065059697,B00QWRYQGE,14LB Def Clump Litter (Pack of 2),16.98,,NM-5969,NATURE'S MIRACLE PRODUCTS,,,Sports,4.09,13.37,0.00,0.00,17.46,0,0.15,0,0,0,29.4,16.98,N,4,0,N
*018065059697,B00QYDLJK2,Nature'S Miracle Clumping Litter 14 Lbs.,42.45,,57505969,NATURE'S MIRACLE PRODUCTS,,,Sports,5.20,31.20,0.00,0.00,36.40,0,0.15,0,0,0,73.5,N/A,N,1,0,N
*018065059697,B00M5GH4S8,14LB Def Clump Litter (Pack of 3),20.97,,NM-5969,United Pet Group,,354737,Pet Products,4.09,19.22,0.00,0.68,23.99,0,0.15,13,10,21,44.1,35.23,N,4,0,N
*018065059918,B017A4SB86,Spectrum Brands Nat Mirc 510954 Green Leaf Hydrogen Peroxide Stain & Odor Remover,22.64,,510954,Spectrum Diversified,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018065059918,B00TQQY9LA,"Nature's Miracle Green Leaf Hydorgen Perozide Stain & Odor Remover, 24 oz",11.99,57505991,57505991,Nature's Miracle,,124621,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,3,2.3,10.6,1.65,8.98,Y,9,2,Y
*018065060969,B00KMWBDS4,"Nature's Miracle Supreme Odor Control Puppy Shampoo, 16 oz.",7.49,57506096,57506096,Nature's Miracle,,13212,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,2.7,1.8,8.8,1.2,4.68,Y,13,2,Y
*018065070050,B00KM4KB94,Nature's Miracle Supreme Odor Control Freshening Spray - Honey Sage Scent - 8 oz,9.99,57507005,UPG-771,Nature's Miracle,A2968,25509,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,1.9,1.8,5.3,0.6,4.79,N,12,0,Y
*018065070050,B0119UU93C,Natures Miracle 4 In 1 Freshening Spray (Pack of 6),35.94,,NM-7005,United Pet Group,,,Pet Products,1.06,3.12,1.00,0.15,5.33,0,0.15,8,6,10,4,33.61,N,2,0,N
*018065070050,B017A5IO32,Natures Miracle NM-7005 8 oz. Honey & Sage Pet Odor Spray,20.17,,203113,Nature's Miracle,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,21.98,N,2,0,N
*018065070067,B00KMWAQWI,"Nature's Miracle Supreme Odor Control Spring Water Spray, 8 oz",9.99,NMI07006,UPG-770,Nature's Miracle,,7454,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2,2,8.2,0.5,4.02,N,16,0,Y
*018065070067,B0119UUFJU,Natures Miracle 4 In 1 Freshening Spray (Pack of 6),35.94,,NM-7006,United Pet Group,,1085112,Health and Beauty,1.06,3.12,1.00,0.15,5.33,0,0.15,8,6,10,4,33.61,N,2,0,N
*018065070067,B017A5IPRC,Natures Miracle NM-7006 8 oz. Spring Water Pet Odor Spray,20.17,,203114,Nature's Miracle,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,13.49,N,1,0,N
*018065512505,B00025K0L2,Nature's Miracle Stain & Odor Remover Gallon (512504),32.99,512504,512504,Nature's Miracle,Blacks & Grays,743,Pet Products,1.06,4.68,1.00,0.12,6.86,0,0.15,5.6,5.6,12.25,8.55,17.99,Y,43,2,Y
*018065512505,B00Y4WUREE,Nature'S Miracle Stain And Odor Remover,219.9,,512504,Nature's Miracle,,,Sports,4.09,17.27,0.00,0.00,21.36,0,0.15,0,0,0,40,N/A,N,1,0,N
*018065512505,B00Y4WU73K,Nature'S Miracle Stain And Odor Remover,65.97,,512504,Nature's Miracle,,,Sports,1.06,6.24,1.00,0.00,8.30,0,0.15,0,0,0,12,N/A,N,1,0,N
*018065512505,B00QYBA644,Nature'S Miracle Stain And Odor Remover,109.95,,512504,Nature's Miracle,,,Sports,1.06,9.36,1.00,0.00,11.42,0,0.15,0,0,0,20,N/A,N,1,0,N
*018065512505,B00M5GHFFK,Original Formula Stain & Odor Remover (Pack of 4),107.96,,512504,United Pet Group,,715434,Health and Beauty,4.09,8.30,0.00,0.68,13.07,0,0.15,14,14,14,16,110.48,N,3,0,N
*018214001041,B00S4VDYAU,Nylabone #NG104 Giant Orig Durable Bone (Pack of 2),,,NG-104P/NG-104,Nylabone,,450609,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,37.42,N,2,0,N
*628248376130,B0002566H4,Nylabone Dura Chew Giant Original Flavored Bone Dog Chew Toy,9.49,NG104P,NG104P,Nylabone,Natural,1619,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.5,1,10,0.25,5.49,N,115,0,Y
*018214333333,B00O8QIMKW,Nylabone Durable Triple Pack (Set of 24),,,NT106,Nylabone,Brown,,Home,1.06,0.96,1.00,0.09,3.11,0,0.15,8.5,3.25,10,0,146.02,N,1,0,N
*015568980831,B00LP1ZJ0Y,"T.F.H. PUBLICATIONS, INC. - BONE-US PACK 2 HAM, 1 CHOCOLATE",,,MSSTF33333L01,"T.F.H. PUBLICATIONS, INC.",,522534,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,20.32,N,2,0,N
*018214333333,B010UNK1GE,Nylabone Dura Regular Bone Dog Chew Toy,8.99,,,Nylabone,,10864,Pantry,1.06,0.96,1.00,0.01,3.03,0,0.15,6.8,0.8,7.2,0.4,5.99,Y,1,0,N
*018214333333,B00DQCHYUS,Nylabone Durable Triple Pack - NT106,,,,Generic,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.65,N,1,0,N
*018214333333,B00CG2QJTQ,Nylabone DuraChew Value Pack (3 count),5.16,NT106P,NT106,Nylabone,brown,406591,Health and Beauty,1.06,0.96,1.00,0.01,3.03,0,0.15,5.4,0.9,5.6,0.37,11.65,N,4,0,N
*611101636649,B0002ASM94,Nylabone Dura Chew Regular Bone Dog Chew Toy Value Pack,8.99,NT106P,NT106P,Nylabone,Natural & Brown,3318,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,6.54,0.79,7.48,0.35,5.99,N,29,0,Y
*015568980855,B00201JENG,Nylabone Dura Chew Souper Original Flavored Bone Dog Chew Toy,12.99,NS105P,NS105P,Nylabone,Natural,341,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,2.4,1.1,8.4,0.8,5.61,N,52,0,Y
*018214555193,B00HYEXONA,Nylabone 181155 Durable Bone Souper,22.23,,181155,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214555193,B00BUTAT9W,"Brand New T.F.H. PUBLICATIONS, INC. - NYLABONE DURA CHEW TEXTURED (SOUPER - ORIGINAL) ""DOG PRODUCTS - DOG TOYS - RUBBER",0.0,NS105P,DNYNS105P,"T.F.H. PUBLICATIONS, INC.",beige,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214555193,B010UNIIJ6,"Nylabone Dura Souper Bone Dog Chew Toy, Original",12.99,NS105P,NS105P,Nylabone,,4338,Pantry,1.06,0.96,1.00,0.02,3.04,0,0.15,4.6,1.5,10,0.35,5.61,Y,1,0,N
*018214555193,B006O08GTC,"Nylabone Dura Chew Bone, Original Flavor, Souper",11.37,BC472050,NS-105,Nylabone,,98626,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.6,1.2,7.5,0.4,11.32,Y,8,1,N
*None,B00R5DS5KM,Nylabone Dura Chew Dog Bundle,28.48,,,,,96416,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,17.79,Y,1,1,Y
*018214555193,B00S4VDW3O,Super Orig Durable Bone (Pack of 2),,,NS-105,Nylabone,,295778,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,46.96,N,2,0,N
*018214778127,B00N54IXWA,Durable Flavored Nylabone Wolf Chicken,,,TF178 15 25,TFH,,280526,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,13.97,N,2,0,N
*018214778127,B009VBRMUU,Nylabone Durachew Chicken Bone Wolf,,,TF77812,"T.F.H. PUBLICATIONS, INC.",,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,23.47,N,1,0,N
*018214778127,B00GXJH62C,Dura Chew Bone Chicken (Pack of 12),95.88,,NCF-103P/ NCF-103,Nylabone,,,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,4.5,1.5,8,0.15,67.59,N,4,0,N
*885129745076,B0002566II,Nylabone Dura Chew Wolf Chicken Flavored Bone Dog Chew Toy,7.49,NCF103P,NCF103P,Nylabone,Natural,26056,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.25,1,6.8,0.2,4.99,N,37,0,Y
*018214778127,B001CCXSQS,Dura Chew Bone Chicken,19.01,BC477389,477389,Nylabone,,287723,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,6.99,N,7,0,N
*018214778134,B00GY47RR0,Nylabone #NCF104 Giant SZ Chicken Bone (Pack of 12),119.88,,NCF104P,Nylabone,,438955,Pet Products,1.06,3.12,1.00,0.21,5.39,0,0.15,8,7,12,3,92.99,N,2,0,N
*018214778134,B0002ASNAC,Nylabone Dura Chew Giant Chicken Flavored Bone Dog Chew Toy,9.99,NCF104P,NCF104P,Nylabone,Natural,13802,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.49,1.02,10.04,0.26,6.09,N,43,0,Y
*885233050738,B0002ASNAM,Nylabone Dura Chew Souper Chicken Flavored Bone Dog Chew Toy,13.99,NCF105P,NCF105P,Nylabone,Natural,4042,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,4.49,1.34,10,0.44,11.02,Y,49,3,Y
*018214778141,B00E1CQJ9O,Dura Chew Bone Chicken,26.88,BC477419,DNYNCF105P,Tfh/Nylabone,white,301635,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.43,N,5,0,N
*018214778141,B00CQ7EOG6,Nylabone Dura Chew Bone Chicken Flavor Souper,,,18214778141,Nylabone,,,Health and Beauty,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0.5,N/A,N,0,0,N
*018214778141,B00GY4ASHQ,Dura Chew Bone Chicken (Pack of 12),155.88,,NCF-105P/NCF-105,Nylabone,,,Pet Products,1.06,3.90,1.00,0.30,6.26,0,0.15,10,8,12,4,120.16,N,4,0,N
*018214778158,B00CHS42C0,Flexi Chew Bone Chicken (Pack of 2),3.76,,,Nylabone,,518731,Health and Beauty,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,8.72,N,2,0,N
*018214778158,B00BS99TO0,Nylabone FlexiChew Petite Chicken Flavored Bone Dog Chew Toy,3.49,BC477427,NCF-201P/NCF-201,Nylabone,,100024,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,1.4,0.5,4.3,0.02,6.41,N,3,0,N
*018214778158,B0002ASNAW,Nylabone FlexiChew Petit Chicken Flavored Bone Dog Chew Toy,3.49,NCF201P,NCF201P,Nylabone,Oranges,23079,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,1.3,0.5,6,0.05,1.99,N,28,0,Y
*018214778158,B0071DMACK,Nylabone Flexi Chew Pooch Pacifier Petite Chicken -- 1 Piece,3.76,,477427,Tfh/Nylabone,,754081,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214778158,B00798YQYM,Flexi Chew Bone Chicken (Pack of 3),,,TF180 13,LSP,,560126,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.3,N,4,0,N
*018214778172,B00YYFXYNW,Nylabone Corp - bones - Flexi Chew Bone Chicken- Chicken Wolf - NCF-203P-NCF-203,16.33,,477443,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,15.4,N,1,0,N
*707005135989,B0000BYDH7,Nylabone FlexiChew Wolf Chicken Flavored Bone Dog Chew Toy,8.49,NCF203P,NCF203P,Nylabone,Natural,15041,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,2.1,0.5,6.3,0.02,4.99,N,37,0,Y
*018214778172,B01BMBTEGG,Gumabone Chicken Bone Dog Chew Toy Size: Wolf,,,NCF-203P/NCF-203,Nylabone,,214285,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,1,0,N
*018214778172,B00GYBP2SE,Flexi Chew Bone Chicken (Pack of 12),95.88,,NCF-203P/NCF-203,Nylabone,,,Pet Products,1.06,3.12,1.00,0.20,5.38,0,0.15,9,7,10,2,66.82,N,3,0,N
*018214778189,B001OVI6ZK,Nylabone FlexiChew Giant Chicken Flavored Bone Dog Chew Toy,12.49,NCF204P,NCF204P,Nylabone,Natural,21944,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,4.5,1.25,10,0.25,5.94,N,38,0,Y
*018214778196,B00GY4AKZ6,NCF-205 CHICKN GUMABON 48 - Large (Pack of 12),144.46,,NCF-205P/NCF-205,Nylabone,,647576,Pet Products,1.06,3.90,1.00,0.30,6.26,0,0.15,10,8,12,4,140.75,N,2,0,N
*018214778196,B010BTNBWS,Nylabone Corp - bones - Flexi Chew Bone Chicken- Chicken Souper - NCF-205P-NCF-205,19.83,477605,477605,Nylabone,,466472,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,22.42,N,2,0,N
*634252093680,B0002ASNMU,Nylabone FlexiChew Souper Chicken Flavored Bone Dog Chew Toy,15.99,NCF205P,NCF205P,Nylabone,Natural,4529,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2.1,1.3,10,0.5,8.39,Y,27,1,Y
*018214778196,B01BMBSXOA,Gumabone Chicken Bone Dog Chew Toy Size: Souper,,,NCF-205P/NCF-205,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*None,B00FN1N396,Nylabone Durable Chew Kit,,NDD101P,NDD101P,Nylabone,,91061,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214778509,B000084E6V,"Nylabone Dura Chew Original Flavored Dental Dinosaur Chew Toy, Dinosaur Style Varies",9.99,NDD300P,NDD300P,Nylabone,"Available in 3 shapes: T-rex, Brontosaurus, and StegosaurusNatural",3100,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.9,2,6,0.35,6.95,N,73,0,N
*018214778516,B01AKNMNDI,Nylabone Dura Chew Durable Dental Dinosaur Dog Pet Chewer Toy Original Flavored,8.76,,4778516,Nylabone,,74676,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,9.99,N,2,0,N
*013245000605,B0002ZIM58,Nylabone Galileo Wolf Original Flavored Dog Chew Toy,11.49,NG203NATP,NG203NATP,Nylabone,Natural,7923,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5,1.5,8,0.05,7.99,Y,71,4,Y
*018214801825,B010UNI7YW,"Nylabone Galileo Souper Dog Chew Toy, Original",21.99,,,Nylabone,,15051,Pantry,1.06,2.34,1.00,0.05,4.45,0,0.15,6.1,2.2,12.4,2.11,11.65,Y,1,0,N
*018214801825,B000084ERH,Nylabone Galileo Souper Original Flavored Dog Chew Toy,21.99,NG205NATP,NG205NATP,Nylabone,Natural,5538,Pet Products,1.06,1.95,1.00,0.04,4.05,0,0.15,6,2,11,0.95,11.65,Y,45,1,Y
*018214803027,B0002ASNRA,Nylabone Dura Chew Wolf Liver Flavored Bone Dog Chew Toy,8.99,NLF103P,NLF103P,Nylabone,Whites & Tans,88425,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.7,0.9,7.3,0.2,6.09,N,5,0,N
*018214803225,B0002ASO74,Nylabone Just for Puppies Wolf Chicken Flavored Bone Puppy Dog Teething Chew Toy,6.49,N215P,N215P,Nylabone,Brown,12223,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.09,1.5,7.8,0.31,3.29,N,20,0,Y
*018214803225,B01CN8ZBOG,Nylabone Puppy Bone Wolf,,,,Tfh/Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214803225,B00TKEAK84,Puppy Bone (Pack of 3),,,N-215P/N-215,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,33.1,N,1,0,N
*018214803225,B001CCZ7U8,Puppy Bone,20.18,,471864,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,7.67,N,3,0,N
*780231519723,B0002ASO7E,Nylabone Just for Puppies Souper Chicken Flavored Bone Puppy Dog Teething Chew Toy,11.99,N216P,N216P,Nylabone,Brown,13210,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.54,1.5,8.66,0.49,6.17,N,22,0,Y
*018214803232,B00HYEXATS,Puppy Bone,23.88,,181046,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,23.51,N,1,0,N
*018214803232,B00BUFWGME,Nylabone Puppy Bone Souper,0.0,BC471866,DNYN216P,Nylabone,Reds,228839,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,4.5,1.4,9.7,0.4,11.51,Y,3,1,N
*018214803232,B00943TLA4,Puppy Bone,,,134770,Tfh/Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,22.56,N,1,0,N
*018214803232,B00Q4PBMA2,Puppy Bone (Pack of 2),,,N216P,Nylabone,,212838,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,5.9,1.7,10.5,0.9,N/A,N,1,0,N
*018214807995,B0002ASPB4,Nylabone Healthy Edibles Regular Bacon Flavored Dog Treat Bone with Vitamins,2.79,NEB102P,NEB102P,Nylabone,,8676,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.63,0.92,6.88,0.2,2.29,N,20,0,Y
*018214807995,B00H6PDN5Q,Nylabone Healthy Edibles Bacon with Vitamins Regular for Dogs up to 25-Pound,,,018214807995,Nylabone,,,Health and Beauty,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214807995,B002DZNW00,Nylabone Dura Chew Bone Bacon -- 1 Bone,2.85,,,Nylabone,,1195251,Health and Beauty,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,8.1,N,2,0,N
*018214807995,B00LVBQUOM,"Nylabone Healthy Edibles Bacon with Vitamins, Regular for Dogs up to 25-pound (Pack of 10)",,,,Nylabone,,541644,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0.5,N/A,N,0,0,N
*018214807995,B007C85864,Healthy Edibles Bacon Bone Dog Treat [Set of 3] Size: Regular,,,DNYNEB102,Tfh/Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,10.4,N,1,0,N
*018214807995,B007PEH34U,Healthy Edible,,,NEB-102,Nylabone,,85469,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,3.3,0.7,6.3,0.15,6.04,Y,5,1,N
*018214808008,B003WRJ9OQ,Nylabone Healthy Edibles Wolf Bacon Flavored Dog treat Bones with Vitamins,3.99,NEB103P,NEB103P,Nylabone,,64229,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,4.25,1.04,7.88,0.15,3.99,N,24,0,Y
*018214808008,B005X9FZIK,Healthy Edible (Pack of 2),4.01,,DNYNEB103,Nylabone,,648903,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,10.3,N,4,0,N
*018214808022,B001EUG65I,Nylabone Healthy Edibles Souper Bacon Flavored Dog Treats with Vitamins,8.49,NEB105P,NEB105P,Nylabone,Brown,7970,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.5,1.5,8.6,0.55,5.99,N,17,0,Y
*018214808022,B0002ASPHI,Nylabone #NEB105 Super SZ Bacon Bone,5.41,NEB105,NEB105,Nylabone,,392778,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0.75,9.17,N,15,0,N
*018214808022,B007PEH48U,Bacon Bone In Usa - Souper,,,018214808022,"T.F.H. PUBLICATIONS, INC.",,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.48,N,2,0,N
*018214808022,B00U9O90VC,Nylabone 181421 Edibles Bcn Bone Souper 2X,21.94,,181421,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*018214808022,B009P6WIKA,Healthy Edible,13.91,,NEB105P,Unknown,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,10.45,N,3,0,N
*018214808022,B00GY4FNOE,Healthy Edible (Pack of 12),95.88,,NEB105P,Nylabone,,,Pet Products,1.06,3.90,1.00,0.30,6.26,0,0.15,10,8,12,4,78.0,N,3,0,N
*018214808022,B00LP1YYZ0,Healthy Edible,,,NEB105P,"T.F.H. PUBLICATIONS, INC.",,683723,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,8.85,N,2,0,N
*018214808244,B0002DJZX8,"Nylabone Healthy Edibles Regular Bacon Flavored Dog Treats with Vitamins, Triple Pack",7.49,NEB106P,NEB106P,Nylabone,Brown,6937,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,6.5,0.8,7.5,0.35,4.24,N,19,0,Y
*018214808244,B004YBJIJU,Nylabone Healthy Edible Dog Chew 3 Pack Bacon,,,NEB106,Nylabone,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0.5,28.29,N,1,0,N
*018214811527,B0002DGJS2,"Nylabone Healthy Edibles Wolf Bacon Flavored Dog treat Bones, Twin Pack",6.99,NEB103TPP,181418,Nylabone,Brown,13537,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.4,1,7.1,0.3,4.24,N,21,0,Y
*018214811527,B001W1TWSM,Healthy Edibles Bacon Bone Wolf 2/Pkg,11.74,,62746,Nylabone,,371135,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,15.44,N,1,0,N
*018214811527,B00GY4KJRK,Nylabone Healthy Edibles Bacon Flavored 2-pack (Pack of 6),41.94,,NEB103TPP,Nylabone,,425601,Pet Products,1.06,2.34,1.00,0.05,4.45,0,0.15,8,2.6,8.2,2.3,36.82,N,3,0,N
*018214811527,B002OCY116,Nylabone Healthy Edibles Bacon Flavored 2-pack,7.99,,NEB103TPP,Nylabone,,114630,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.6,1,6,0.45,7.65,Y,14,5,N
*018214811527,B002YLSROE,Nylabone Healthy Edibles Bacon Flavored 2-pack (Pack of 3),,,NEB103TPP,TFH,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,15.44,N,4,0,N
